"x"	"y"	"type"	"predictor"	"rank"	"feat"	"varimp"
"459"	"path.vals"	"surv.grps"	"path-wise"	"predictorPAM"	9	"X_hsa04068__79___45"	0.0040084274533987
"460"	"path.vals"	"surv.grps"	"path-wise"	"predictorPAM"	10	"X_hsa04068__79___51"	0.00315506310380067
"461"	"path.vals"	"surv.grps"	"path-wise"	"predictorPAM"	11	"X_hsa04068__79___56"	0.00315506310380067
"462"	"path.vals"	"surv.grps"	"path-wise"	"predictorPAM"	12	"X_hsa04068__80___46"	0.00308035860303788
"463"	"path.vals"	"surv.grps"	"path-wise"	"predictorPAM"	13	"X_hsa04151__80___36"	0.0028353837642133
"464"	"path.vals"	"surv.grps"	"path-wise"	"predictorPAM"	14	"X_hsa04151__58___36"	0.00279397116305893
"465"	"path.vals"	"surv.grps"	"path-wise"	"predictorPAM"	15	"X_hsa04151__48___36"	0.00275109472251978
"466"	"path.vals"	"surv.grps"	"path-wise"	"predictorPAM"	16	"X_hsa04151__19___36"	0.0026901870993055
"467"	"path.vals"	"surv.grps"	"path-wise"	"predictorPAM"	17	"X_hsa04068__79___49"	0.00236914747124704
"468"	"path.vals"	"surv.grps"	"path-wise"	"predictorPAM"	18	"X_hsa04068__79___60"	0.00232928923603859
"469"	"path.vals"	"surv.grps"	"path-wise"	"predictorPAM"	19	"X_hsa04068__79___50"	0.00226044007283506
"470"	"path.vals"	"surv.grps"	"path-wise"	"predictorPAM"	20	"X_hsa04068__79___68"	0.00191323704636954
"471"	"path.vals"	"surv.grps"	"path-wise"	"predictorPAM"	21	"X_hsa04350__53___28"	0.00175449677865044
"472"	"path.vals"	"surv.grps"	"path-wise"	"predictorPAM"	22	"X_hsa04151__85___36"	0.00173941048449519
"473"	"path.vals"	"surv.grps"	"path-wise"	"predictorPAM"	23	"X_hsa04068__79___55"	0.00172045827418708
"474"	"path.vals"	"surv.grps"	"path-wise"	"predictorPAM"	24	"X_hsa04151__86___36"	0.0014496933983711
"475"	"path.vals"	"surv.grps"	"path-wise"	"predictorPAM"	25	"X_hsa04024__55___59"	0.00125075093099224
"476"	"path.vals"	"surv.grps"	"path-wise"	"predictorPAM"	26	"X_hsa04024__56___59"	0.00125075093099224
"477"	"path.vals"	"surv.grps"	"path-wise"	"predictorPAM"	27	"X_hsa04024__79___59"	0.00125075093099224
"478"	"path.vals"	"surv.grps"	"path-wise"	"predictorPAM"	28	"X_hsa04024__80___59"	0.00125075093099224
"479"	"path.vals"	"surv.grps"	"path-wise"	"predictorPAM"	29	"X_hsa04024__81___59"	0.00125075093099224
"480"	"path.vals"	"surv.grps"	"path-wise"	"predictorPAM"	30	"X_hsa04024__82___59"	0.00125075093099224
"481"	"path.vals"	"surv.grps"	"path-wise"	"predictorPAM"	31	"X_hsa04024__129___59"	0.00125075093099224
"482"	"path.vals"	"surv.grps"	"path-wise"	"predictorPAM"	32	"X_hsa04024__130___59"	0.00125075093099224
"483"	"path.vals"	"surv.grps"	"path-wise"	"predictorPAM"	33	"X_hsa04024__131___59"	0.00125075093099224
"484"	"path.vals"	"surv.grps"	"path-wise"	"predictorPAM"	34	"X_hsa04024__133___59"	0.00125075093099224
"485"	"path.vals"	"surv.grps"	"path-wise"	"predictorPAM"	35	"X_hsa04151__43___36"	0.00123385343647735
"486"	"path.vals"	"surv.grps"	"path-wise"	"predictorPAM"	36	"X_hsa04068__79___67"	0.00115988249458185
"487"	"path.vals"	"surv.grps"	"path-wise"	"predictorPAM"	37	"X_hsa04152__95___44"	0.0010877828356559
"488"	"path.vals"	"surv.grps"	"path-wise"	"predictorPAM"	38	"X_hsa04068__79___14"	0.00103419948578152
"489"	"path.vals"	"surv.grps"	"path-wise"	"predictorPAM"	39	"X_hsa05200__156___216"	0.000932447569416891
"490"	"path.vals"	"surv.grps"	"path-wise"	"predictorPAM"	40	"X_hsa04068__79___66"	0.000922581825184924
"491"	"path.vals"	"surv.grps"	"path-wise"	"predictorPAM"	41	"X_hsa04010__56___54"	0.000916051362514947
"492"	"path.vals"	"surv.grps"	"path-wise"	"predictorPAM"	42	"X_hsa04068__79___43"	0.000909994830357822
"493"	"path.vals"	"surv.grps"	"path-wise"	"predictorPAM"	43	"X_hsa04620__11___39"	0.000873455353005088
"494"	"path.vals"	"surv.grps"	"path-wise"	"predictorPAM"	44	"X_hsa04068__80___13"	0.00086261082018881
"495"	"path.vals"	"surv.grps"	"path-wise"	"predictorPAM"	45	"X_hsa04068__79___96"	0.000839406661666699
"496"	"path.vals"	"surv.grps"	"path-wise"	"predictorPAM"	46	"X_hsa04152__29___44"	0.000832019767891281
"497"	"path.vals"	"surv.grps"	"path-wise"	"predictorPAM"	47	"X_hsa04152__85___44"	0.000832019767891281
"498"	"path.vals"	"surv.grps"	"path-wise"	"predictorPAM"	48	"X_hsa04068__79___52"	0.000813517380533776
"499"	"path.vals"	"surv.grps"	"path-wise"	"predictorPAM"	49	"X_hsa04152__19_73_74___44"	0.000637757300330528
"500"	"path.vals"	"surv.grps"	"path-wise"	"predictorPAM"	50	"X_hsa04151__107___36"	0.000609201748217277
"501"	"eff.vals"	"surv.grps"	"path-wise"	"predictorRF"	1	"X_hsa04152__84"	6.42073566424506
"502"	"eff.vals"	"surv.grps"	"path-wise"	"predictorRF"	2	"X_hsa04920__2"	6.39139379087779
"503"	"eff.vals"	"surv.grps"	"path-wise"	"predictorRF"	3	"X_hsa05200__216"	6.27181454037921
"504"	"eff.vals"	"surv.grps"	"path-wise"	"predictorRF"	4	"X_hsa04110__43_83_84_85"	6.24224170805764
"505"	"eff.vals"	"surv.grps"	"path-wise"	"predictorRF"	5	"X_hsa04620__39"	6.23037949338491
"506"	"eff.vals"	"surv.grps"	"path-wise"	"predictorRF"	6	"X_hsa04520__1_13"	6.18077127983475
"507"	"eff.vals"	"surv.grps"	"path-wise"	"predictorRF"	7	"X_hsa04920__6"	6.0993658869863
"508"	"eff.vals"	"surv.grps"	"path-wise"	"predictorRF"	8	"X_hsa04022__65"	5.87763512178657
"509"	"eff.vals"	"surv.grps"	"path-wise"	"predictorRF"	9	"X_hsa04022__57"	5.55905637749993
"510"	"eff.vals"	"surv.grps"	"path-wise"	"predictorRF"	10	"X_hsa04530__30"	5.31089784092004
"511"	"eff.vals"	"surv.grps"	"path-wise"	"predictorRF"	11	"X_hsa04916__10"	5.29989350350825
"512"	"eff.vals"	"surv.grps"	"path-wise"	"predictorRF"	12	"X_hsa04152__64"	5.0812436397336
"513"	"eff.vals"	"surv.grps"	"path-wise"	"predictorRF"	13	"X_hsa04920__43"	5.05018971410438
"514"	"eff.vals"	"surv.grps"	"path-wise"	"predictorRF"	14	"X_hsa04110__59_15_16_17_18_19_20"	4.96314697581902
"515"	"eff.vals"	"surv.grps"	"path-wise"	"predictorRF"	15	"X_hsa04114__80"	4.94899843313889
"516"	"eff.vals"	"surv.grps"	"path-wise"	"predictorRF"	16	"X_hsa03320__30"	4.83392449801977
"517"	"eff.vals"	"surv.grps"	"path-wise"	"predictorRF"	17	"X_hsa03320__40"	4.81393810892127
"518"	"eff.vals"	"surv.grps"	"path-wise"	"predictorRF"	18	"X_hsa03320__31"	4.78093034701689
"519"	"eff.vals"	"surv.grps"	"path-wise"	"predictorRF"	19	"X_hsa03320__10"	4.73544379721691
"520"	"eff.vals"	"surv.grps"	"path-wise"	"predictorRF"	20	"X_hsa04662__24"	4.68850662564013
"521"	"eff.vals"	"surv.grps"	"path-wise"	"predictorRF"	21	"X_hsa04722__14_32"	4.52458123319779
"522"	"eff.vals"	"surv.grps"	"path-wise"	"predictorRF"	22	"X_hsa03320__53"	4.44458556892577
"523"	"eff.vals"	"surv.grps"	"path-wise"	"predictorRF"	23	"X_hsa04350__20"	4.42687091438958
"524"	"eff.vals"	"surv.grps"	"path-wise"	"predictorRF"	24	"X_hsa04110__60_10_11_12_13_14_9"	4.4140187289291
"525"	"eff.vals"	"surv.grps"	"path-wise"	"predictorRF"	25	"X_hsa05205__215_216"	4.3514310024414
"526"	"eff.vals"	"surv.grps"	"path-wise"	"predictorRF"	26	"X_hsa04261__52"	4.32658643978317
"527"	"eff.vals"	"surv.grps"	"path-wise"	"predictorRF"	27	"X_hsa04110__10_11_12_13_14_9_15_16_17_18_19_20"	4.32436894233198
"528"	"eff.vals"	"surv.grps"	"path-wise"	"predictorRF"	28	"X_hsa05202__93"	4.27685222855864
"529"	"eff.vals"	"surv.grps"	"path-wise"	"predictorRF"	29	"X_hsa04152__87"	4.26035607156901
"530"	"eff.vals"	"surv.grps"	"path-wise"	"predictorRF"	30	"X_hsa04066__56"	4.23673418312772
"531"	"eff.vals"	"surv.grps"	"path-wise"	"predictorRF"	31	"X_hsa04152__27"	4.2223992429246
"532"	"eff.vals"	"surv.grps"	"path-wise"	"predictorRF"	32	"X_hsa04921__46"	4.18313662326987
"533"	"eff.vals"	"surv.grps"	"path-wise"	"predictorRF"	33	"X_hsa04261__39"	4.15398926620171
"534"	"eff.vals"	"surv.grps"	"path-wise"	"predictorRF"	34	"X_hsa04350__48_49"	4.14481639847764
"535"	"eff.vals"	"surv.grps"	"path-wise"	"predictorRF"	35	"X_hsa04010__79"	4.10395954814804
"536"	"eff.vals"	"surv.grps"	"path-wise"	"predictorRF"	36	"X_hsa04520__34"	4.06870143217812
"537"	"eff.vals"	"surv.grps"	"path-wise"	"predictorRF"	37	"X_hsa04611__49"	4.05192627099028
"538"	"eff.vals"	"surv.grps"	"path-wise"	"predictorRF"	38	"X_hsa04114__41"	4.04984440069656
"539"	"eff.vals"	"surv.grps"	"path-wise"	"predictorRF"	39	"X_hsa04922__78"	4.04926649528289
"540"	"eff.vals"	"surv.grps"	"path-wise"	"predictorRF"	40	"X_hsa03320__55"	4.01382767516165
"541"	"eff.vals"	"surv.grps"	"path-wise"	"predictorRF"	41	"X_hsa04150__46"	4.01237678278865
"542"	"eff.vals"	"surv.grps"	"path-wise"	"predictorRF"	42	"X_hsa04919__21_53"	3.99791637621431
"543"	"eff.vals"	"surv.grps"	"path-wise"	"predictorRF"	43	"X_hsa04670__55"	3.99170930305018
"544"	"eff.vals"	"surv.grps"	"path-wise"	"predictorRF"	44	"X_hsa03320__7"	3.94518945683923
"545"	"eff.vals"	"surv.grps"	"path-wise"	"predictorRF"	45	"X_hsa04670__18"	3.93383600439696
"546"	"eff.vals"	"surv.grps"	"path-wise"	"predictorRF"	46	"X_hsa04152__78"	3.90935834279082
"547"	"eff.vals"	"surv.grps"	"path-wise"	"predictorRF"	47	"X_hsa05200__227"	3.82989113295518
"548"	"eff.vals"	"surv.grps"	"path-wise"	"predictorRF"	48	"X_hsa04014__38"	3.81449049939476
"549"	"eff.vals"	"surv.grps"	"path-wise"	"predictorRF"	49	"X_hsa04630__5"	3.78792393989585
"550"	"eff.vals"	"surv.grps"	"path-wise"	"predictorRF"	50	"X_hsa04270__10_3_71"	3.78309460645247
"551"	"path.vals"	"surv.grps"	"path-wise"	"predictorRF"	1	"X_hsa04066__68___58"	3.96500633135451
"552"	"path.vals"	"surv.grps"	"path-wise"	"predictorRF"	2	"X_hsa04064__13___133"	3.62898695956218
"553"	"path.vals"	"surv.grps"	"path-wise"	"predictorRF"	3	"X_hsa04920__14___6"	3.62041043042773
"554"	"path.vals"	"surv.grps"	"path-wise"	"predictorRF"	4	"X_hsa04110__79___43_83_84_85"	3.55262016734964
"555"	"path.vals"	"surv.grps"	"path-wise"	"predictorRF"	5	"X_hsa04530__43_47___30"	3.54996346657793
"556"	"path.vals"	"surv.grps"	"path-wise"	"predictorRF"	6	"X_hsa04114__44_45___42"	3.38748158805078
"557"	"path.vals"	"surv.grps"	"path-wise"	"predictorRF"	7	"X_hsa04066__72___88"	3.35594750455142
"558"	"path.vals"	"surv.grps"	"path-wise"	"predictorRF"	8	"X_hsa04068__80___66"	3.35396355252416
"559"	"path.vals"	"surv.grps"	"path-wise"	"predictorRF"	9	"X_hsa04114__23_28___42"	3.30045661215139
"560"	"path.vals"	"surv.grps"	"path-wise"	"predictorRF"	10	"X_hsa04066__72___53"	3.20700442270802
"561"	"path.vals"	"surv.grps"	"path-wise"	"predictorRF"	11	"X_hsa04064__13___129"	3.19015653146595
"562"	"path.vals"	"surv.grps"	"path-wise"	"predictorRF"	12	"X_hsa04920__14___2"	3.17654392097477
"563"	"path.vals"	"surv.grps"	"path-wise"	"predictorRF"	13	"X_hsa04152__86___84"	3.10350359567397
"564"	"path.vals"	"surv.grps"	"path-wise"	"predictorRF"	14	"X_hsa04010__41___129"	3.09681539740364
"565"	"path.vals"	"surv.grps"	"path-wise"	"predictorRF"	15	"X_hsa04066__72___48"	2.93905392099027
"566"	"path.vals"	"surv.grps"	"path-wise"	"predictorRF"	16	"X_hsa04151__49_50___26"	2.92673793670203
"567"	"path.vals"	"surv.grps"	"path-wise"	"predictorRF"	17	"X_hsa04015__26___17"	2.87345664928737
"568"	"path.vals"	"surv.grps"	"path-wise"	"predictorRF"	18	"X_hsa04066__68___88"	2.86486596645865
"569"	"path.vals"	"surv.grps"	"path-wise"	"predictorRF"	19	"X_hsa04620__3_5___39"	2.86168384911109
"570"	"path.vals"	"surv.grps"	"path-wise"	"predictorRF"	20	"X_hsa04068__79___46"	2.85082551541429
"571"	"path.vals"	"surv.grps"	"path-wise"	"predictorRF"	21	"X_hsa04520__20___1_13"	2.82212269758437
"572"	"path.vals"	"surv.grps"	"path-wise"	"predictorRF"	22	"X_hsa04270__61___10_3_71"	2.81394669982455
"573"	"path.vals"	"surv.grps"	"path-wise"	"predictorRF"	23	"X_hsa04024__55___21"	2.81260472174001
"574"	"path.vals"	"surv.grps"	"path-wise"	"predictorRF"	24	"X_hsa04022__4___65"	2.78494131137066
"575"	"path.vals"	"surv.grps"	"path-wise"	"predictorRF"	25	"X_hsa04024__82___21"	2.78164058688746
"576"	"path.vals"	"surv.grps"	"path-wise"	"predictorRF"	26	"X_hsa04020__9_53___42"	2.76686883878611
"577"	"path.vals"	"surv.grps"	"path-wise"	"predictorRF"	27	"X_hsa04068__79___60"	2.71695408229205
"578"	"path.vals"	"surv.grps"	"path-wise"	"predictorRF"	28	"X_hsa04068__79___56"	2.71524806277849
"579"	"path.vals"	"surv.grps"	"path-wise"	"predictorRF"	29	"X_hsa04068__79___50"	2.71277208651407
"580"	"path.vals"	"surv.grps"	"path-wise"	"predictorRF"	30	"X_hsa04024__56___21"	2.70320276163108
"581"	"path.vals"	"surv.grps"	"path-wise"	"predictorRF"	31	"X_hsa04066__72___56"	2.70291576829923
"582"	"path.vals"	"surv.grps"	"path-wise"	"predictorRF"	32	"X_hsa05200__250___96"	2.68641196387302
"583"	"path.vals"	"surv.grps"	"path-wise"	"predictorRF"	33	"X_hsa04024__130___21"	2.68467396212478
"584"	"path.vals"	"surv.grps"	"path-wise"	"predictorRF"	34	"X_hsa04270__62___10_3_71"	2.67721563652774
"585"	"path.vals"	"surv.grps"	"path-wise"	"predictorRF"	35	"X_hsa04024__133___21"	2.6728432418998
"586"	"path.vals"	"surv.grps"	"path-wise"	"predictorRF"	36	"X_hsa04024__81___21"	2.66866123254194
"587"	"path.vals"	"surv.grps"	"path-wise"	"predictorRF"	37	"X_hsa04024__131___21"	2.66688359805464
"588"	"path.vals"	"surv.grps"	"path-wise"	"predictorRF"	38	"X_hsa04024__79___21"	2.66418773482915
"589"	"path.vals"	"surv.grps"	"path-wise"	"predictorRF"	39	"X_hsa04270__21___10_3_71"	2.65918401100724
"590"	"path.vals"	"surv.grps"	"path-wise"	"predictorRF"	40	"X_hsa05205__199_200___215_216"	2.65090323094426
"591"	"path.vals"	"surv.grps"	"path-wise"	"predictorRF"	41	"X_hsa04520__53_56___44_52_45"	2.64365221788412
"592"	"path.vals"	"surv.grps"	"path-wise"	"predictorRF"	42	"X_hsa04022__15___65"	2.62937125118979
"593"	"path.vals"	"surv.grps"	"path-wise"	"predictorRF"	43	"X_hsa04010__102___129"	2.6259024010416
"594"	"path.vals"	"surv.grps"	"path-wise"	"predictorRF"	44	"X_hsa04024__129___21"	2.61914556442285
"595"	"path.vals"	"surv.grps"	"path-wise"	"predictorRF"	45	"X_hsa04068__79___43"	2.61812408299233
"596"	"path.vals"	"surv.grps"	"path-wise"	"predictorRF"	46	"X_hsa04068__79___51"	2.61702313859155
"597"	"path.vals"	"surv.grps"	"path-wise"	"predictorRF"	47	"X_hsa04024__80___21"	2.61318569745897
"598"	"path.vals"	"surv.grps"	"path-wise"	"predictorRF"	48	"X_hsa04620__11___39"	2.60119534765662
"599"	"path.vals"	"surv.grps"	"path-wise"	"predictorRF"	49	"X_hsa04068__79___45"	2.59833295563788
"600"	"path.vals"	"surv.grps"	"path-wise"	"predictorRF"	50	"X_hsa04151__58___26"	2.59796868355969
